Jurisdiction,Priority Alignment Shortcode,Priority Alignment,Priority Alignment Description,Shared Priorities,Policy Identifier,Policy Description,Elements,Strategy List,Commonalities (Non-Specific),Commonalities (Specific),General Terms of Commonalities (Specific),Jurisdiction Total (Verticle),Policy Total
El Centro,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 4.5,"Collaborate with adjacent cities to improve the regional roadway system, minimizing air quality impacts. ","B, F","Regional and Cross-Agency Coordination for Air Quality Management, Comprehensive Approach to Air Quality Mitigation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
El Centro,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 3.3,Implement CEQA guidelines to evaluate air quality impacts of transportation projects. ,"C, F","Integration of Air Quality Considerations in Land Use and Transportation Planning, Comprehensive Approach to Air Quality Mitigation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
El Centro,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Goal 6,Encourage inter-regional travel methods that reduce reliance on personal vehicles. ,J,Support for Alternative Transportation,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
El Centro,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 6.2,Ensure developments contribute to sustainable transportation goals through air quality improvements. ,J,Support for Alternative Transportation,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
El Centro,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 5.5,Schedule freight deliveries during off-peak periods to reduce congestion and emissions. ,E,Education Incentives and Public Awareness for Sustainable Practices,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,PSNE Policy 3.1.11,Coordinate with the County of Imperial in the implementation of the National Pollution Discharge Elimination System Permits (NPDES) regulations. ,B,Regional and Cross-Agency Coordination for Air Quality Management,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.16,Encourage potential business and resident occupants locating near sites that may impact sensitive receptors to inquire through the City or the APCD about the air quality emissions from such sites. ,"D, G, H","Safeguarding Sensitive Communities and Advancing Environmental Justice, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.10,Encourage site plan designs to provide the appropriate setbacks and/or design features that reduce toxic air contaminants at the source. ,"C, D, F, G, H","Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.15,"The owners of new developments that have the potential to emit air pollutants that would impact sensitive receptors are required, through the issuances of business license, development and/or conditional use permit processes, to notify residents and businesses adjacent to the proposed site prior to starting construction. ","D, G, H","Safeguarding Sensitive Communities and Advancing Environmental Justice, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM RM Policy 1.2.10,Integrate air quality planning with the land use and transportation process. ,"C, J","Integration of Air Quality Considerations in Land Use and Transportation Planning, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.4.7,Develop incentives that encourage the use of energy conservation strategies by private and public developments. ,"A, F","Implementation of Green Building Standards, Comprehensive Approach to Air Quality Mitigation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.4.8,Promote or provide incentives for “Green Building” programs that go beyond the requirements of Title 24 of the California Administrative Code and encourage energy efficient design elements as appropriate to achieve “green building” status ,"A, E, F","Implementation of Green Building Standards, Education Incentives and Public Awareness for Sustainable Practices, Comprehensive Approach to Air Quality Mitigation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.4.9,Consider the creation and adoption of a green building ordinance. ,A,Implementation of Green Building Standards,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.4.11,Utilize all available renewable energy sources to reduce fuel consumption and demand on the power grid. ,A,Implementation of Green Building Standards,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.1,"Cooperate with the Imperial County Air Pollution Control District (APCD) and the Southern California Association of Governments in their effort to implement provisions of the region's Air Quality Attainment Plan and rules and regulations, as amended. ",B,Regional and Cross-Agency Coordination for Air Quality Management,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.6,"Cooperate and participate in regional air quality management plans, programs, and enforcement measures. ","B, C","Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.12,"Consult with the APCD when siting new facilities with dust, odors or toxic air contaminants emissions to avoid siting those facilities near sensitive receptors and avoid siting sensitive receptors near sources of air pollution. ","B, C, D, F, G, H","Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Objective 1.3,Coordinate with the APCD and operators of stationary source equipment or processes to minimize air pollution emissions. ,B,Regional and Cross-Agency Coordination for Air Quality Management,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.3.1,"Comply with regulations, and/or procedures to minimize particulate emissions as per State and local requirements. ",B,Regional and Cross-Agency Coordination for Air Quality Management,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.3.2,"Assist small businesses by developing training programs related to clean, innovative technologies to reduce air pollution, and provide incentives to those businesses that use clean air technologies. ",E,Education Incentives and Public Awareness for Sustainable Practices,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.5.3,Work with school districts to develop air quality curricula for students. ,E,Education Incentives and Public Awareness for Sustainable Practices,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Objective 1.5,Make air quality education a priority for the City’s effort to protect public health and achieve state and federal clean air standards. ,I,Public Health and Environmental Justice,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.5.1,"Provide regional and local air quality information on City’s website, including links to the AQAP, CARB, USEPA and other environmental based internet sites. ","B, E","Regional and Cross-Agency Coordination for Air Quality Management, Education Incentives and Public Awareness for Sustainable Practices",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.5.2,"Organize city-sponsored events on topics that educate businesses and the public about compliance with air quality regulations (e.g., alternative fuels and low polluting clean household products). ",E,Education Incentives and Public Awareness for Sustainable Practices,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.5.4,"Encourage, publicly recognize, and reward innovative approaches that improve air quality. ",E,Education Incentives and Public Awareness for Sustainable Practices,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.5.5,"Encourage the participation of environmental groups, the business community, civic groups, special interest groups, and the general public in the formulation and implementation of programs that effectively reduce air pollution. ","E, F","Education Incentives and Public Awareness for Sustainable Practices, Comprehensive Approach to Air Quality Mitigation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Objective 1.1,"Reduce air pollution through proper land use, transportation and energy use planning. ","C, F, J","Integration of Air Quality Considerations in Land Use and Transportation Planning, Comprehensive Approach to Air Quality Mitigation, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.9," Consider environmental justice issues as they are related to potential health impacts associated with air pollution and ensure that all land use decisions, including enforcement actions, are made in an equitable fashion to protect residents, regardless of age, culture, ethnicity, gender, race, socioeconomic status, or geographic location from the health effects of air pollution. ","D, H, I","Safeguarding Sensitive Communities and Advancing Environmental Justice, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.13,Consider cumulative air quality impacts from both existing and new projects when making land use approval and siting decisions. ,"C, D, F, G, H, I","Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.17,"Actively participate in decisions on the siting or expansion of facilities or land uses (e.g. freeway expansions), to ensure the inclusion of air quality mitigation measures. ","C, D, F, G, H, I, J","Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Brawley,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,RM Policy 1.1.18,"Where incompatible land uses result in emissions of air contaminants that pose significant health risk, re-designate existing land use to protect public health. ","C, D, F, G, H, I","Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Riverside County,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,PAR OS 14.5,"Require that new non-mining land uses adjacent to existing mining operations be designed to provide a buffer between the new development and the mining operations. The buffer distance shall be based on an evaluation of noise, aesthetics, drainage, operating conditions, biological resources, topography, lighting, traffic, operating hours, and air quality. The same standards shall apply to non-mining land uses within or adjacent to areas classified by the State Geologist as MRZ ","B, C, D, F, H, I","Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Riverside County,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 11.1,Provide sufficient commercial and industrial development opportunities in order to increase local employment levels and thereby minimize long-distance commuting. ,J,Support for Alternative Transportation,Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Riverside County,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 11.2,"Ensure adequate separation beon-producing activities and sensitive emission receptors, such as hospitals, residences, child care centers, and schools. ","B, C, D, F, G, H, I","Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Riverside County,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 29.6,"Require commercial projects adjacent to residential areas to minimize impacts like noise, light, fumes, odors, vehicular traffic, and operational hazards. ","C, D, F, G, H, I","Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Riverside County,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 30.3,"Protect industrial lands from incompatible or sensitive uses, such as residences or schools that could be affected by industrial activity. ","D, F, G, H","Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Riverside County,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,CIR Policy 30.6,"Control the development of industrial uses that involve handling toxins, create high noise or pollution levels, or result in other significant impacts. ","B, C, D, F, H, I","Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,Policy COS-13.3,Continue to require developers to implement water erosion control plans in accordance with National Pollutant Discharge Elimination System (NPDES) requirements and dust control plans in accordance with Imperial County Air Pollution Control District (ICAPCD) requirements. ,"B, C, D, F, G, H, I","Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,Policy COS-16.7,"Minimize the amount of energy consumed by City operations by taking a leadership role in the application of new technologies at City facilities. As feasible, cooperate with Southern California Edison and the Imperial County Air Pollution Control District to set up energy conservation demonstration projects, and to serve as a laboratory for testing new energy conservation techniques. ","A, B, E, F","Implementation of Green Building Standards, Regional and Cross-Agency Coordination for Air Quality Management, Education Incentives and Public Awareness for Sustainable Practices, Comprehensive Approach to Air Quality Mitigation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Goal 7,Promote land use patterns that contribute to reduced emissions and better air quality. ,"A, C, D, E, F, G, I, J","Implementation of Green Building Standards, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Education Incentives and Public Awareness for Sustainable Practices, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 7.1,Encourage mixed-use developments to reduce travel distances and lower emissions. ,"A, C, D, E, F, G, I, J","Implementation of Green Building Standards, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Education Incentives and Public Awareness for Sustainable Practices, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 4.5,Locate higher-density residential and employment centers near transit hubs to reduce air pollution. ,"A, C, D, F, G, H, I, J","Implementation of Green Building Standards, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 10.2,Promote sustainable development practices that enhance air quality. ,"A, C, D, E, F, G, H, I","Implementation of Green Building Standards, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Education Incentives and Public Awareness for Sustainable Practices, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Goal 9,Align land use planning with air quality goals to support regional climate objectives. ,"A, B, C, D, F, G, H, I, J","Implementation of Green Building Standards, Regional and Cross-Agency Coordination for Air Quality Management, Integration of Air Quality Considerations in Land Use and Transportation Planning, Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 3.3,Discourage development projects that could significantly increase air pollution in residential areas. ,"D, F, G, H, I","Safeguarding Sensitive Communities and Advancing Environmental Justice, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Policy 5.1,"Support compact, infill development as a means to reduce vehicular emissions. ","F, G, I, J","Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
Calipatria,Air Quality,Improving Air Quality with Smarter Transportation,"The research showed, and community stakeholders said, that improving air quality through smarter transportation initiatives was crucial.",Integration of Air Quality and Land Use Planning,LU Goal 12,Ensure that land use decisions support state and federal air quality standards. ,"C, F, G, H, I, J","Integration of Air Quality Considerations in Land Use and Transportation Planning, Comprehensive Approach to Air Quality Mitigation, Sensitive Receptor Protections, Encouragement of Compact Mixed-Use Development, Public Health and Environmental Justice, Support for Alternative Transportation",Air Quality Management and Environmental Protection,Regional and Cross-Agency Coordination for Air Quality Management,Different areas and groups working together to keep the air quality safe for everyone,6/7,25
